bleu,rouge_l,meteor,bertscore
10.526062614870751,0.3739837398373984,0.3424236840488913,0.7581851482391357
0.2178675090593877,0.0244897959183673,0.0429799426934097,0.7760434150695801
0.4319704805291768,0.0580912863070539,0.2291736366677819,0.7778524160385132
3.628990737912464,0.3333333333333333,0.3013029628861147,0.6931333541870117
0.913416145312498,0.3636363636363636,0.3370296753495832,0.7985951900482178
0.4263264949411373,0.6153846153846154,0.6471699866786456,0.881198525428772
1.557656920791163,0.4651162790697674,0.387583153324521,0.7767932415008545
0.970819788780504,0.4878048780487805,0.4836094744750683,0.8049651384353638
0.0627987256743687,0.761904761904762,0.7711943069306932,0.9227088093757628
1.4603913830821822,0.717948717948718,0.6717641431237014,0.9041364789009094
0.2406201748136157,0.0779816513761468,0.0739957537154989,0.5599098801612854
0.0,0.1041666666666666,0.3458333333333334,0.5599424839019775
1.1450042063932115,0.4324324324324324,0.4216935392941707,0.7667425274848938
0.3480418677719752,0.2690909090909091,0.3508498843775811,0.6352344155311584
0.2188902239436665,1.0,0.999851851851852,1.0
0.2077370268657485,0.1357142857142857,0.4220338983050848,0.6016098260879517
0.3120230238932027,0.09009009009009,0.1836301763380032,0.6277263164520264
0.7522554693233896,0.6470588235294118,0.6643018197553922,0.9134318232536316
1.0049509695813137,0.3193612774451098,0.2781179270153975,0.7461708188056946
0.687030163405309,0.29,0.32202216066482,0.7503313422203064
2.668367562956509,0.3795620437956204,0.4279457338543281,0.7608259916305542
0.349370642413745,0.0431965442764578,0.0443992596743747,0.5786202549934387
0.1613846131597786,0.56,0.5950875925591476,0.8212442994117737
0.2169222915053171,0.0245901639344262,0.0441176470588235,0.6665289402008057
1.578427677904059,0.5655172413793104,0.5825834542815675,0.8010959625244141
0.0358309578783446,0.0080753701211305,0.0377977463985166,0.4249471127986908
0.2788135000428581,0.1641791044776119,0.3460570469798658,0.5644621849060059
1.760770456393716,0.619718309859155,0.5813796929108838,0.8747420310974121
0.0014072425454118,0.8333333333333334,0.8300000000000002,0.9999998807907104
0.2353601470888567,0.8484848484848485,0.82432677212897,0.958528459072113
0.565570843868229,0.1722222222222222,0.2177891424303868,0.6312243938446045
0.5185347604712627,0.308457711442786,0.2554407120298593,0.6999861001968384
0.2527861992172352,0.0937499999999999,0.2165725047080979,0.7975334525108337
1.1203660546956449,0.4426229508196722,0.4180322288892995,0.7794947624206543
0.9985143344439116,0.4732824427480915,0.4595122541644323,0.7858703136444092
1.026516946635943,0.5526315789473684,0.6264044943820224,0.8538492321968079
0.6639744112379767,0.2692307692307692,0.2111235119047619,0.7238651514053345
0.6071059366049337,0.830188679245283,0.8175366370702633,0.9308416843414308
0.6900618846019219,1.0,0.9999745973682872,1.0
3.1958805072250422,0.391304347826087,0.3938869125631904,0.7669975757598877
0.2734073068692841,0.6486486486486486,0.607727016356458,0.8621999025344849
0.1547298130708632,0.0334728033472803,0.1205787781350482,0.7974751591682434
0.2938054441725485,0.0538461538461538,0.1488,0.7025229930877686
0.0242573163350245,0.7368421052631577,0.6792413935271077,0.8763161897659302
0.3509593095237325,0.0699999999999999,0.1215277777777777,0.5676389932632446
0.3025749232261943,0.6666666666666667,0.6277911811508651,0.8640492558479309
0.5087675259328117,0.72,0.7195061728395061,0.9008017778396606
0.2488630560909014,0.7333333333333334,0.7723198696310092,0.9148451685905457
0.6288015148773817,0.7777777777777779,0.7542945235648216,0.9390013217926024
0.9895739978421352,0.4050632911392405,0.4081090463404439,0.7842596173286438
0.2658788058624839,0.1640287769784172,0.1158779426911856,0.6226934194564819
0.3081111861122293,0.1744548286604361,0.2920162532829876,0.7209681272506714
0.5266945816662962,0.3701067615658363,0.324081381586011,0.7565414309501648
0.2390269603229499,0.1044776119402985,0.2872035460813781,0.6533617973327637
0.1269423000225696,0.9230769230769232,0.920940170940171,0.9581474661827089
1.1119579262994888,0.3913894324853229,0.3533165934295877,0.7610111832618713
0.7000525950384768,0.5797101449275363,0.5819281524926686,0.8656555414199829
0.4446440171786213,0.7272727272727272,0.6962719298245612,0.9032854437828064
0.4653800528996121,0.4761904761904761,0.5112160566706022,0.8370615243911743
0.0371588196335138,0.2352941176470588,0.2568493150684931,0.7702784538269043
0.6071059366049337,0.6181818181818182,0.5793135044548666,0.878441333770752
0.6975045983120307,0.4615384615384615,0.3458651281096842,0.8240973353385925
0.4228872303256143,0.3333333333333333,0.24658203125,0.7605757117271423
0.2077370268657485,0.0512820512820512,0.1551818771518387,0.5057183504104614
0.5482777987854703,0.2481389578163772,0.1789232128296888,0.7217193245887756
1.4093961960256378,0.3181818181818182,0.3274415185772526,0.7239312529563904
0.1695427305624811,0.9166666666666666,0.9163223140495868,0.956656575202942
0.3470325380761501,0.2753623188405797,0.4190109587131919,0.800694465637207
0.705547575856522,0.4333333333333333,0.4031330842196033,0.7809345126152039
0.5615445856943948,0.2162162162162162,0.2688172043010752,0.6478331685066223
1.5981419972931803,0.3880597014925372,0.3275889808541447,0.7488532662391663
0.0674816223665117,0.9090909090909092,0.9054545454545456,0.9639325737953186
1.4110951517130434,0.3278688524590164,0.3700749237635559,0.7785505056381226
1.068642120565896,0.5769230769230769,0.5402644230769231,0.8392661213874817
0.8308476385321995,0.7058823529411764,0.6842672413793104,0.8943572044372559
0.5818726399795575,0.1545064377682403,0.3872185911401598,0.6189668774604797
0.562883264645558,0.0849420849420849,0.1655937443171485,0.5941627621650696
0.6071059366049337,0.4999999999999999,0.5163380456349206,0.8342815637588501
0.0014072425454118,1.0,0.9976851851851852,1.0
0.3653223449175548,0.0892388451443569,0.223230650018328,0.5935012698173523
0.1840057946069116,0.0421940928270042,0.1919795221843004,0.8620851635932922
1.0126598369158797,0.5742574257425742,0.4986967940141718,0.8500748872756958
0.9302400878865,0.4,0.3934634739810872,0.7453464269638062
0.8945875564190862,0.5625,0.596846846846847,0.8317809700965881
0.2611010557391628,0.0398009950248756,0.1191037735849056,0.5412119030952454
0.5907563009184302,0.1616161616161616,0.4903182515337424,0.5431884527206421
0.8338802652557671,0.6133333333333333,0.6013736949643073,0.8346675038337708
0.2936358619723862,0.125,0.350233843537415,0.5456050038337708
0.4430768107558452,0.8205128205128205,0.831151832460733,0.9528452754020692
0.5761838484135353,0.4155844155844156,0.4293344413615426,0.7785449624061584
1.001769789272376,0.4444444444444444,0.4583333333333333,0.7812979817390442
0.0039011945168041,1.0,0.998542274052478,1.0
0.7134869378165691,0.5,0.5041666666666667,0.8557825684547424
0.3687606591863975,0.5714285714285714,0.5938650306748466,0.8360464572906494
0.5875358008654026,0.0462962962962962,0.1729166666666667,0.5606115460395813
0.9389460374773472,0.4864864864864864,0.4868872817590766,0.8531373143196106
0.6487489684443806,0.2325581395348837,0.393386154774532,0.756817102432251
0.4783905279965204,0.3480176211453744,0.2992099599599599,0.7236530780792236
0.2734073068692841,0.6857142857142857,0.6701970825574177,0.8868850469589233
1.246791972881886,0.4107142857142857,0.3682149943310657,0.7655848860740662
