bleu,rouge_l,meteor,bertscore
26.477309181984715,0.4382470119521913,0.7623049219687874,0.7325224876403809
0.3773719254981081,0.136986301369863,0.3984,0.5865017771720886
0.2200184602653381,0.0383141762452107,0.1532307692307692,0.5094980001449585
0.8529229597806788,0.3813229571984436,0.5094989223884643,0.731471836566925
0.3678630147334933,0.5176470588235295,0.7713275469820262,0.7424710988998413
0.6334777711925812,0.136986301369863,0.3557671681325138,0.6311482787132263
0.8892104501529938,0.38,0.6712800264604953,0.7545424699783325
0.3782257586931021,0.2895927601809955,0.5314375981822264,0.706585168838501
0.3914238701182556,0.0909090909090909,0.30426025390625,0.5934090614318848
0.2972697397390876,0.4275362318840579,0.7545687578724062,0.7327954173088074
0.6717082332010376,0.3773584905660377,0.375279899452392,0.6767768859863281
0.0,0.0135869565217391,0.0635204081632653,0.8776390552520752
0.368681197878249,0.3817427385892116,0.5789084510009354,0.7069566249847412
0.7211844112105619,0.4862745098039217,0.6675573074531722,0.7700865864753723
0.3215994866223268,0.1226415094339622,0.2375775290511157,0.6249096989631653
0.3221809185123578,0.2352941176470588,0.5900804924242424,0.7012799978256226
0.2798492310564772,0.168141592920354,0.4900775330138212,0.7064453959465027
0.6844006151301201,0.2962962962962963,0.5794701986754968,0.7008476257324219
0.8045358391799935,0.4766146993318486,0.3856671265273945,0.7857133746147156
0.7985609315421337,0.3984674329501915,0.5410447761194029,0.7274139523506165
0.8238992578630547,0.4244897959183673,0.6729214411664511,0.6971720457077026
1.0243448767952532,0.3333333333333333,0.247597826393239,0.7098731994628906
0.3968671254058221,0.0918367346938775,0.2812536375276452,0.630488395690918
0.391458699652398,0.0427807486631016,0.0883392226148409,0.5596961975097656
0.7305030078538529,0.3529411764705882,0.480329848353981,0.6744844317436218
0.2016567158712316,0.0639269406392694,0.2377445823690301,0.6048412919044495
0.2484183003432128,0.291970802919708,0.6644102990033223,0.5559296011924744
0.536373566752333,0.2105263157894736,0.469106138351504,0.6369411945343018
0.397614515118284,0.062111801242236,0.2133971291866029,0.5589208006858826
0.6241037138875308,0.1359223300970873,0.3100757846998448,0.6190330982208252
0.4514771802423891,0.5460526315789473,0.5706925263304736,0.7783526182174683
0.4132367407593689,0.2306238185255198,0.1664344216524814,0.6281595826148987
0.7312072572760537,0.2448979591836735,0.5362349986515643,0.6755617260932922
0.2815542650379101,0.3380281690140844,0.5934223198244886,0.6978393197059631
0.4698513580730603,0.5070422535211268,0.7166325198765628,0.7997973561286926
0.5749093952980213,0.3056768558951965,0.6700052123010305,0.6799216866493225
0.4744582056190716,0.2470588235294117,0.5369246797818228,0.6490497589111328
0.2514903042559796,0.1617647058823529,0.4353873120173418,0.6565937995910645
0.3791838344318593,0.2547169811320754,0.6191588785046729,0.6947841644287109
1.092807164409263,0.2352941176470588,0.4552680393248006,0.694942057132721
0.3869117516702983,0.1630434782608696,0.4359819121447029,0.6318785548210144
0.3960778811648998,0.0888888888888888,0.3265236135606506,0.6123082041740417
0.1389221227010958,0.0,0.0,0.461372971534729
0.3418431716851594,0.0980392156862745,0.3408450704225352,0.6173391938209534
0.654412124812818,0.0609137055837563,0.1682778374507698,0.5619445443153381
0.2540295473954118,0.090566037735849,0.2942995476392424,0.6369661092758179
0.354743374120624,0.1981132075471698,0.4956189595579333,0.639545738697052
0.3148496417289236,0.1047619047619047,0.3138955905754325,0.564430832862854
0.6579785354607607,0.2159624413145539,0.5046869660384216,0.6418827176094055
0.2622610088316128,0.2116788321167883,0.492689103253481,0.5829861164093018
0.7312072572760537,0.2594417077175698,0.1344453580810066,0.6501209735870361
0.4194752275909399,0.2008032128514056,0.2303591259851236,0.5910416841506958
0.3898056413952769,0.4430894308943089,0.2821539043040852,0.7894296646118164
0.4069470405124888,0.3350785340314136,0.6837921777122704,0.6805821061134338
0.3517401250945732,0.1123595505617977,0.3163120567375887,0.6379963755607605
0.3910658895358395,0.1951219512195121,0.1231454895250249,0.6010131239891052
0.3961460236167086,0.308411214953271,0.6789367676011896,0.6928414702415466
0.3154451017327283,0.1971830985915492,0.5271394871970618,0.6726629734039307
0.6415672459688926,0.1111111111111111,0.2662037037037038,0.584827721118927
0.6879730498089673,0.0333333333333333,0.1082862523540489,0.5690358877182007
0.2980515765032223,0.1999999999999999,0.5006914381914382,0.6789222955703735
0.4272250715466508,0.0743494423791821,0.2185314685314685,0.6078836917877197
0.4096251244400787,0.1694915254237288,0.3182492248236193,0.6429213285446167
0.3776161501418662,0.1405405405405405,0.3990856974322108,0.6029770374298096
0.4373898357479653,0.2997275204359673,0.1459024864986723,0.7482399940490723
0.6764100200207711,0.3952802359882006,0.4159675283543334,0.7324120402336121
0.3860989395011141,0.0833333333333333,0.2661845730027548,0.6530749797821045
0.4024785273095649,0.4602510460251046,0.6065200474532755,0.7185238599777222
0.2421423287136164,0.149812734082397,0.4066446028513238,0.6075732111930847
0.3362341347976392,0.07,0.2236128826530612,0.5776485204696655
0.4390961548777264,0.1414141414141414,0.2900517451298701,0.5917850732803345
0.3896895031829338,0.1170212765957446,0.3973529764043598,0.6174914836883545
0.7025916556496858,0.298342541436464,0.5857305606207049,0.6947379112243652
0.5522263155906092,0.1962616822429906,0.4838744344499253,0.631791889667511
0.3890586629336899,0.3168316831683168,0.653770098547718,0.6934109330177307
0.379602190818713,0.264367816091954,0.6283894759676472,0.6509199738502502
0.2602234902883326,0.144927536231884,0.3383264462809917,0.7808756232261658
0.3652500810677648,0.1962616822429906,0.4745915460201175,0.6766490936279297
0.3938180115180089,0.0116279069767441,0.0227272727272727,0.5133315324783325
0.6165561126711288,0.24,0.6072200728265817,0.7199949622154236
0.383703201264034,0.0555555555555555,0.2050847457627119,0.551155686378479
0.3634337783474742,0.4663677130044844,0.7920031460633054,0.7664352059364319
0.4540378548216655,0.2058823529411764,0.5261600378787878,0.6686463952064514
0.2951204252784255,0.2718446601941748,0.6361243127387942,0.668827474117279
0.6555723329899265,0.0851063829787234,0.2111235119047619,0.6137223839759827
0.274615125478173,0.0473933649289099,0.176,0.5538650751113892
0.3371195778262124,0.2755555555555555,0.5949297057407811,0.6945072412490845
0.4654239993804769,0.175438596491228,0.3860355824102048,0.671245813369751
0.2986819872751056,0.1645021645021645,0.488272350520385,0.6528756618499756
0.8719420165035443,0.4574209245742092,0.394190949518888,0.8090906143188477
0.4518576935022204,0.2857142857142857,0.3397997606322506,0.7225189208984375
0.3962416213531939,0.0818713450292397,0.304773891935629,0.6127608418464661
0.3612895326912163,0.24,0.5512152777777778,0.5763840675354004
0.7953065305824433,0.1904761904761905,0.5432727272727274,0.6481572985649109
0.6585855357705686,0.0703517587939698,0.2591674354243542,0.5903628468513489
0.3032062158064751,0.2119815668202765,0.4681095229299388,0.6661078333854675
0.6560201750901904,0.3655913978494624,0.6270932335027875,0.7383246421813965
0.6802384627042912,0.624,0.5024320804603082,0.8444517254829407
0.5537807502709349,0.2517482517482518,0.6237363960941197,0.6701922416687012
0.7776353846507835,0.4516129032258065,0.656400650150936,0.7509188055992126
0.4936550587800317,0.0775193798449612,0.2055299539170507,0.5135519504547119
0.3231573056093689,0.3008849557522123,0.6605594458197136,0.73659348487854
0.3221943594151948,0.1276595744680851,0.4069605049997207,0.6000742316246033
